web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890631-19979","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa en Venta en Colonia Jurica Queretaro, un Nivel","Casa en venta jurica querétaroResidencia de 3,339 mts2 de terreno y 872 mts2 de construcción.La casa se distribuye en una planta, cuenta con cocina, comedor, sala, bar, estudio, cuarto de juegos, 3 recámaras con baño completo y closets, la principal tiene closet y vestidor, cuarto de huéspedes, cuarto de planchado, cuarto de lavado, gym, cancha de padell, alberca, área de asador, 3 cisternas, 2 patios, estacionamiento para más de 7 autos. En total 6 baños completos 3 medios baños, cuenta con cascada y fuentePrecio de venta $13'000,000.00","$ 13,000,000"
"1618890520-19818","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Jurica casa con acabados de lujo en venta de 3 recamaras y 445 mts2!","Comisión compartida. No se comparte entre 3 asesores. Casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribución: pb: cochera para cuatro autos al descubierto, vestíbulo, sala, comedor, cocina, terraza, alberca, jardín, un baño completo, sala de t.v., recamara principal con vestidor y baño completo. Pa: sala de t.v., un baño completo, gimnasio, estudio, dos recamaras con baño completo de uso compartido. Previa cita. 21-3072","$ 13,500,000"
"1618890475-19770","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","VENTA CASAS QUERETARO JURICA","CASA EN JURICA ESTILO L-HOUSE
EN CERRADA CON VIGILANCIA LAS 24 HRS
4 RECÁMARAS
4 BAÑOS COMPLETOS CON CRITAL TEMPLADO Y SATINADO. 
1 MEDIO BAÑO
1 CAVA DE VINOS CON PUERTA DE SEGURIDAD
1 COCINA EQUIPADA CON SUPERFICIE DE CUARZO, CON LAVADORA DE TRASTES. 
TERRAZA TECHADA JUNTO ALBERCA Y COCINA 
PERSIANAS AUTOMATIZADAS
CANCELERÍA DE PVC 
1 SALA DE TV
SALA COMEDOR
CHIMENEA DE GAS LP. 
ALTURA PLANTA BAJA DE 3.60m
ALTURA DE PLANTA ALTA 3.10 
CUARTO DE SERVICIO
ÁREA DE JUEGOS
ESTACIONAMIENTO PARA DOS AUTOS CON OPCIÓN A TRES. 
LUZ TRIFÁSICA. 
DOS CISTERNAS 
JARDÍN GRANDE 250 m2
ALBERCA/JACUZZI HIDROMASAJE CON CALENTAMIENTO CON PÁNELES SOLARES. CON CUBIERTA CORREDIZA DE MADERA  
CASCADA (MURO)

TERRENO 460 m2
CONSTRUCCIÓN 368m2. EasyBroker ID: EB-GK5757","$ 13,900,000"
"1618890699-20066","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","EXCELENTE CASA HABITACIONAL JURICA QUERETARO","Muy bonita y amplia casa habitacional en fraccionamiento desarrollada en 2 niveles consta de la siguiente distribución:  P.b.: sala, comedor, área de lavado, cocina, medio baño, estudio y una recámara completa con baño completo. P.a.: escaleras, pasillo de distribución, 3 recámaras cada una con baño completo y la principal con vestidor.       Estacionamiento para 4 autos, jardín posterior muy amplio, jardín frontal y en área de estacionamiento se encuentra una bodega y medio baño de servicio.       Se ubica a 15 minutos de plaza patio querétaro, vía principal cercana paseo de la república-carretera federal 57 con todos los servicios en el entorno.","$ 6,738,000"
"1618890541-19856","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa en Jurica de 3 recamaras con closet! RCS 20-989","*Rcs 20-989* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. No se comparte entre 3 asesores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 3,320,000"
"1618890408-19670","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","CASA EN VENTA EN QUERETARO JURICA","En la zona norte de la ciudad de querétaro, esta señorial y acogedora residencia te ofrece sus amplios espacios y finos acabados para disfrutarlos en familia. El garage con porton electrico tiene capacidad para hasta cuatro autos. Su amplisimo jardin con terraza y fuente cuenta con el tamaño ideal para tus reuniones, y en el interior en la planta baja encontraras un hermoso vestibulo, cocina equipada con area de desayunador, sala con chimenea, comedor, un area de lounge bar y medio baño de visitas. En la planta superior se ubican tres recamaras con baño,vestidor y aire acondicionado, la principal con jacuzzi, además encontraras tambien un area de tv y una oficina. La casa cuenta con bodega interior y exterior, cuarto de servicio con baño completo y dos patios de servicio. Toda la carpinteria es de madera natural, asi como la duela de los pisos, los detalles arquitectónicos de materiales tales como la cantera y el sillar le dan una identidad unica. Su ubicacion privilegiada te permitira llegar en unos cuantos minutos a escuelas, centros comerciales, areas de oficinas, parques industriales, etc. 013av","$ 8,740,000"
"1618890653-20011","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa sola en Venta, en Jurica, Querétaro","Esta es una residencia de autor, su diseño te encantará realmente es un muy exclusivo. Fue remodelada en su totalidad recientemente por un diseñador y está inspirada al estilo de San Miguel De Allende. 

En ella se puede observar una infinidad de detalles finos en todas y cada una de las partes de la casa. Todos los espacios han sido utilizados de una manera muy inteligente con estilo y arte incorporado en el diseño.

 	100% remodelada hace dos años (todo es nuevo, incluyendo piso, cocina, baños, etc.)
 	Diseño inspirado estilo San Miguel de Allende
 	Dos Búngalos super bonitos con baño completo cada uno, uno de ellos con cocina.
 	Páneles solares
 	Circuito cerrado de TV
 	Cuarto de Servicio
 	Todas las recámaras en planta baja. *(tiene desniveles y tapancos)
 	3 Recámaras con Baño en la casa principal
 	Cava en sótano con un diseño increíble
 	Pequeño Huerto con riego
 	Cochera techada para 4 autos 

Esta propiedad es ideal para los amantes de los hoteles -Boutique-, con ese toque artístico en cada detalle y acabados.","$ 13,500,000"
"1618890699-20070","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","VIVE AL MAXIMO EN ESTA HERMOSA CASA UBICADA EN UNA DE LAS MEJORES ZONA DE QUERETARO","HERMOSA CASA RESIDENCIAL UBICADA EN EL FRACCIONAMIENTO JURICA QUERETAROLA RESIDENCIA CUENTA CON RELAJANTE ALBERCA Y UNA LINDA TERRAZA COCHERA PARA 4 VEHICULOS, DE UNA SOLA PLANTA CON EXCELENTES ESPACIOS, SALA, COMEDOR, COCINA, 4 RECAMARAS CON CLOSET MUY AMPLIOS, 2 BAÑOS COMPLETOS Y AREA DE SERVICIO.","$ 19,990,000"
"1618890541-19865","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa en venta Jurica 3 habitaciones JGCC","**20-1718**casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribución: pb: cochera para cuatro autos al descubierto, vestíbulo, sala, comedor, cocina, terraza, alberca, jardin, un baño completo, sala de t.v., recamara principal con vestidor y bano completo. Pa: sala de t.v., un bano completo, gimnasio, estudio, dos recamaras con bano completo de uso compartido","$ 13,500,000"
"1618890453-19743","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","CASA EN VENTA EN ARCO DE PIEDRA, JURICA","Casa  en venta en Jurica, dentro  de condominio Arco de Piedra, acceso controlado, vigilancia  las 24 horas, casa club con salón de usos múltiples, gym, baños, cocina, área verde y juegos infantiles.
Casa con dos niveles, sala, comedor, estudio, baño de visitas,  cocina integral, tres recámaras con baño y vestidor, family room, cuarto de servicio, cuarto de lavado, bodega y tres cajones de estacionamiento.
Ubicada en la zona de mayor crecimiento y plusvalía de Querétaro. Muy cerca de comercios, escuelas, hoteles y de Antea life Center. EasyBroker ID: EB-HE2669","$ 6,200,000"
"1618890431-19697","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","CASA EN VENTA QUERETARO. JURICA.ARCO DE PIEDRA","CASA EN VENTA QUERETARO. JURICA.ARCO DE PIEDRA. EasyBroker ID: EB-FS1090","$ 7,500,000"
"1618890608-19938","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Preciosa Residencia de AUTOR en JURICA, Nueva, Alberca, 4 Recámaras, PREMIUM !!","Se Vende Hermosa Residencia de AUTOR en JURICA, nueva y única en su tipo dentro de Jurica, grandes estancias, acabados PREMIUM y LUXURY, 
Alberca, Jardín, Cochera para 4 Autos, 4 habitaciones, 5 Baños, Walking Closets y Vestidores, Estudio, Family Room, Cocina Equipada, hermosas áreas de LUJO dentro de la Residencia, de OPORTUNIDAD.-

Casa Company Querétaro
www.casacompanyqro.com
Contamos con más de 900 propiedades. EasyBroker ID: EB-BW4934","$ 10,500,000"
"1618890631-19991","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa en Jurica con excelente estado de conservación! RCS","*Rcs 21-1827* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor. No se comparte entre 3 asesores. - importante: pedir información del inmueble con el código marcado con ""**"". - previa cita.","$ 3,320,000"
"1618890699-20062","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Jurica casa en venta con 5 Recamaras mas cuarto de sevicio","Tbs-20805-lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardin. Cuenta con 4 recamaras mas estudio con baño completo por lo que podria ser de 5 recamara. En la habitacion principal podra disfrutar de una gran terraza con vista al jardin y con acceso a area de oficina, cuenta con cajones para 6 cohes. Entre sus adicionales esta una alberca. Opcion compartida Somos rent-a-house","$ 16,500,000"
"1618890453-19731","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","RESIDENCIA EN VENTA EN JURICA QUERÉTARO","HERMOSA RESIDENCIA EN JURICA QUERÉTARO CON UNA EXTENSION DE TERRENO DE 4,981m2 Y 860m2 DE CONSTRUCCIÓN.
DISFRUTA DE AMPLIOS ESPACIOS Y ESTACIONAMIENTO TECHADO PARA 6 VEHICULOS CON UNA CAPACIDAD HASTA DE 12 APARCAMIENTOS.
2 NIVELES
5 HABITACIÓNES
3 BAÑOS COMPLETOS
2 MEDIOS BAÑOS
SALA DE JUEGOS GRANDE CON  BAR Y SALA DE TV
CUARTO DE SERVICIO
AMPLIO JARDIN 
TABLERO DE BASKETBALL. EasyBroker ID: EB-HB0635","$ 36,000,000"
"1618890453-19727","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","CASA EN VENTA EN QUERETARO JURICA","En la zona norte de la ciudad de querétaro, esta señorial y acogedora residencia te ofrece sus amplios espacios y finos acabados para disfrutarlos en familia. El garage con porton electrico tiene capacidad para hasta cuatro autos. Su amplisimo jardin con terraza y fuente cuenta con el tamaño ideal para tus reuniones, y en el interior en la planta baja encontraras un hermoso vestibulo, cocina equipada con area de desayunador, sala con chimenea, comedor, un area de lounge bar y medio baño de visitas. En la planta superior se ubican tres recamaras con baño,vestidor y aire acondicionado, la principal con jacuzzi, además encontraras tambien un area de tv y una oficina. La casa cuenta con bodega interior y exterior, cuarto de servicio con baño completo y dos patios de servicio. Toda la carpinteria es de madera natural, asi como la duela de los pisos, los detalles arquitectónicos de materiales tales como la cantera y el sillar le dan una identidad unica. Su ubicacion privilegiada te permitira llegar en unos cuantos minutos a escuelas, centros comerciales, areas de oficinas, parques industriales, etc. 013av","$ 8,740,000"
"1618890608-19940","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa sola en Venta, en Jurica, Querétaro","Casa en venta en Jurica, Querétaro con 1,470 m2 de terreno y 742 m2 de contruccion, en muy buenas condiciones, consta de 5 recamaras, 4 baños completos, sala comedor, cocina amueblada con área de desayunador, sala tv, estudio, salón de juegos, cuarto de servicio con baño, bodega, jardín, alberca, garaje para 8 autos, con vigilancia, muy cerca de centros comerciales, hospitales, hoteles, escuelas.","$ 13,500,000"
"1618890653-20014","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Magnífica Residencia en venta en Fraccionamiento Jurica, Querétaro. Proyecto arquitec...","5,222 m² de terreno y 1,054 m² de construcción Amplios jardines: frontal de 1,000 m2 y posterior de 2,500 m2.En PB: Sala y comedor con doble altura, vista y salida a jardín frontal y a patio interior. Amplio vestíbulo, cocina equipada, alacena, antecomedor, family room, cantina-bar, salón de juegos, sala informal, estudio y cine. Cuarto de lavado y cuarto de servicio. En PA: family room, recamara principal con baño, tina, vestidor y terraza, 3 recamaras secundarias con baño y vestidor.Oficina al frente del terreno con acceso independiente, coworking, dos privados, wc y cocineta. Amplia bodega al fondo del terreno. Garage techado para 8 autos, 12 descubiertos.Acabados Premium con cancelería en encino americano barnizado. Puertas interiores en encino americano de tambor, puerta principal en encino americano macizo, cocina en maple natural y cubierta de granito.Planta alta con pisos de concreto pulido con láser, acabado oxidado y barnizado. Closets y muebles de baño en encino americano. Pisos en baños de madera deck de cumarú.Cocina porcelanato 60x60 de primera en pisos y toda la casa con pisos de madera tropical fina.Equipada con riego por aspersión, alarma instalada, 10 cámaras de vigilancia exteriores e interiores por internet, contrato de internet con router en PB y repetidor en PA. Cisterna 30,000 litros, tinaco 1,100 litros con hidroneumático, cocina con parrilla, campana, horno, tarja doble y lavavajillas.Precio de venta: $32,500,000","$ 32,500,000"
"1618890699-20072","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","Casa en residencial con vigilancia 24/7 de 750 mts2 en Jurica! JGJ","*Jgj 19-1921* residencia en calle con vigilancia 24 horas a una cuadra de paseo jurica, una de las mejores zonas de querétaro y con gran plusvalía la casa se encuentra en excelente estado y cuenta con 2 pisos de construcción. En primer piso: sala con tapanco que puede ser utilizado como librero, cava, o bar, comedor con terraza, antecomedor, family, cocina con alacena y 1 recamara con vestidor y baño completo. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.En el área social cuenta con alberca privada, jardín de 240 mts, terraza techada y salón de usos múltiples o juegos con cocineta y baño completo independiente a la casa. También cuenta con espacios de bodega, cuarto de servicio con entrada independiente y baño completo, riego automatizado, cisterna de agua pluvial y garage cerrado para 5 autos.","$ 11,350,000"
"1618890653-20022","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","VENTA CASA ¡¡ HERMOSA JURICA QUERETARO, BELLA Y TRANQUILA C.","Hermosa casa , bastante bien ubicada, en  calle tranquila y clasica en una de las mejores ciudades en constante crecimiento. Unica oportunidda de recuperacion bancaria  Terreno  203 m2 Contrruccion 231 m2 Recamaras 3 Baños 3 Desayunador Sala Estacionamiento 2  Lista para escriturar, no dejes pasar esta magnífica oportunidad  Solo pago de contado  Contactame ¡¡  Aprovecha este es el tiempo perfecto de planear tu futuro.  Propiedades con alta plusvalía , a menor precio y buen nivel de metraje en construcción o espacio  · invertir en recuperaciones bancarias es un negocio 100% seguro. · proceso de la compra directamente al banco o ante notario público. · no se puede ver por dentro y solo se paga con recursos propios. · la entrega del inmueble tarda de 3 a  6 dependiendo del avance jurídico.","$ 2,253,500"
"1618890408-19682","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Venta casa de 1 piso en Jurica","venta casa de 1 piso en jurica con un terreno de 1733 mts. Ideal para remodelarla. Cocina desayunador, sala de tv, sala, comedor, recámara principal con clóset y baño completo, 2da y 3er recámara con clóset y baño compartido, baño de visitas, cuarto de servicio, patio de lavado, terraza, jardín y estacionamiento para varios autos. La casa se encuentra arbolada. Ven a conocerla, marca ahora!!","$ 8,800,000"
"1618890653-20002","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","VENTA DE CASA EN JURICA","EN ESTA PROPIEDAD SE ENCUENTRAN LAS SIGUIENTES CONSTRUCCIONES:
PRIMERA:  CASA DUPLEX DE  1 PLANTA CON 2 RECAMARAS, 2 BAÑOS, COCINA INTEGRAL, CUARTO DE LAVADO, CUARTO DE SERVICIO, SALA, COMEDOR COCHERA PARA 2 AUTOS.
SEGUNDA: DUPLEX CON 4 RECAMARAS, 4 BAÑOS, 1 Y MEDIO, COCINA INTEGRAL, PATIO DE SERVICIO, SALA, COMEDOR, COCHERA PARA DOS AUTOS, JARDÍN, ASADOR.  EN EL MISMO TERRENO, PEQUEÑO DEPARTAMENTO CON SALA, COMEDOR, 1 RECAMARA Y UN BAÑO COMPLETO. EasyBroker ID: EB-CO3184","$ 9,800,000"
"1618890408-19671","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","CASA EN VENTA EN EXCLUSIVA PRIVADA JURICA, QUERETARO DE UN SOLO PISO","Casa en venta en privada jurica de un piso Hermosa casa de un piso. Las recamaras tienen salida al jardin, el estudio tiene vista hacia un patio interior con una fuente, amplia cocina que se comunica con el pasillo y el comedor de la casa. Acogedora sala de tele con chimenea con vista hacia la entrada de la casa. Reja en fachada de la casa 2 lugares de estacionamiento Terraza en la entrada de la casa donde podras disfrutar del clima de queretaro y su vegetacion rodeada de arboles. Caracteristicas: Sala de tv con chimenea muy acogedora Area de comedor Estudio 3 recamaras - la principal con baño y vestidor - recamaras secundarias comparten baño. - jardin trasero lleno de vegetacion - patio interior con fuente con vista hacia las recamaras Amplia cocina Centro de lavado Cuarto de servicio - area en el techo para hacer roof garden Vo1964af Informes agente inmobiliario alejandra fernandez","$ 8,500,000"
"1618890408-19691","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Venta de casa de una planta en Jurica Campestre, Querétaro. T 1.100m2 C 386 m2","Magnifica casa de una planta con amplios espacios y hermoso jardin.  cuenta con vestibulo, sala con aire acondicionado solar, comedor, medio baño de visitas, cocina integral con alacena y desayunador, patio interior, family room, recamara principal con vestidor, baño, jacuzzi con vista al jardin, vapor, area de masaje y salida al jardin, dos recamaras secundarias con closet y baño, patio-desayunador, pasillo lateral, terraza con asador, jardin de 500 m2 con riego por aspersion, jacuzzi con caldera, bodega y 5 lugares de estacionamiento con porton electrico e iluminacion automatizada. sistema de alarma con sensores laser en interior y exterior, sistema de camaras para monitoreo, cisterna de 5.000 l, tinaco y bomba de presion. en un segundo piso esta el area de servicio como cuarto de lavado, cuarto de servicio con baño completo y patio. un bungalow con closet y baño completo en el jardin. vigilante para las casas que paguen por este servicio. excelente ubicacion! muy cerca de una de las plazas comerciales mas importantes de america latina, ademas de bancos, supermercados, escuelas, restaurantes y mucho mas.  Informes: agente inmobiliario yvonne kuri    Vo1780yk","$ 12,500,000"
"1618890541-19864","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=8","Casa en venta con acabados de lujo","Casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribucion: pb: cochera para cuatro autos al descubierto, vestibulo, sala, comedor, cocina, terraza, alberca, jardín, un baño completo, sala de t.v., recámara principal con vestidor y baño completo. Pa: sala de t.v., un baño completo, gimnasio, estudio, dos recámaras con baño completo de uso compartido. Llámanos para más informes. Somos rent-a-house, la nueva generación del negocio inmobiliario.Pedir información del inmueble por el código mls #20-1718","$ 13,500,000"
"1618890431-19715","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=13","CASA EN VENTA EN ARCO DE PIEDRA, JURICA","Casa  en venta en Jurica, dentro  de condominio Arco de Piedra, acceso controlado, vigilancia  las 24 horas, casa club con salón de usos múltiples, gym, baños, cocina, área verde y juegos infantiles.
Casa con dos niveles, sala, comedor, estudio, baño de visitas,  cocina integral, tres recámaras con baño y vestidor, family room, cuarto de servicio, cuarto de lavado, bodega y tres cajones de estacionamiento.
Ubicada en la zona de mayor crecimiento y plusvalía de Querétaro. Muy cerca de comercios, escuelas, hoteles y de Antea life Center. EasyBroker ID: EB-CX0596","$ 6,200,000"
"1618890631-19985","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","Casa sola en Venta, en Jurica, Querétaro","OPORTUNIDAD 

Casa de un nivel , con 1000 m2 de terreno en Jurica, ideal para remodelar,  
Súper iluminada ,  3 habitaciones , estudio , 3 baños.
Excelente ubicación, buena distribución. 
Cuenta con habitación en Planta Baja.


.","$ 6,900,000"
"1618890675-20033","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","CASA DE CAMPO DE1 NIVEL CONDOMINIO A 15 MIN DE JURIQUILLA QUERETARO EN VENTA","Hermosa casa de un solo nivel con 3998m de terreno, cuenta con 3 recamaras, la principal con vestidor, sala, cocina con cubierta de granito, comedor, estudio o taller para pintar, cuarto de servicio, area de lavado, dos terrazas, cisterna de 10,000 lts, 2 estacionamientos techados, 5 estacionamientos abiertos, calentador solar, fosa séptica,bordo para riego por goteo de 1500m3  Amplios y comodos espacios para disfrutar del paisaje natural. Vo1193mm","$ 4,500,000"
"1618890608-19958","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa sola en Venta, en Jurica, Querétaro","IMPRESIONANTE RESIDENCIA EN VENTA EN JURICA, QUERÉTARO.

CON UN TOTAL DE 7 HABITACIONES DE LAS CUALES 3 SON PARA LA FAMILIA, UNA RECÁMARA DE VISITAS, 1 CUARTO PARA EL MOZO Y 2 RECÁMARAS PARA SERVICIO.

CUENTA CON AMPLIOS ESPACIOS, 3 RECAMARAS CON BAÑO Y VESTIDOR,
RECAMARA DE INVITADOS, COMEDOR CON CHIMENEA, PISOS DE DUELA
DE ENCINO AMERICANO, LOSETA CERÁMICA Y MÁRMOL SANTO TOMAS, ESTUDIO
Y SALA CON SALIDA A TERRAZA, JARDÍN (MAS DE 1000 M2) Y ALBERCA
CON JACUZZY Y ASOLEADERO HÚMEDO, SISTEMA DE CIMENTACIÓN A BASE DE
PILAS, CANCELERÍA Y PUERTAS DE MADERA SOLIDA DE ENCINO AMERICANO.

PLANTA BAJA: GARAJE PARA 4 AUTOS TECHADOS, (6-8 A DESCUBIERTO), VESTÍBULO Y
CUBO DE ESCALERAS PRINCIPAL A DOBLE ALTURA, CUARTO DE VISITAS CON BAÑO
COMPLETO, CLOSET Y ACCESO INDEPENDIENTE, ESTUDIO Y SALA CON SALIDA A TERRAZA,
JARDÍN Y ALBERCA, COMEDOR CON CHIMENEA, COCINA, 2 ALACENAS, BODEGA
BAJO ESCALERA, CUARTO DE SERVICIO MOZO, CON BAÑO COMPLETO SEPARADO,
ÁREA DE BODEGA (JARDÍN Y ALBERCA), PATIO DE SERVICIO, CUBO DE ESCALERAS PARA
SÓTANO Y SERVICIOS DE PLANTA ALTA.

PLANTA ALTA: 3 RECÁMARAS CON VESTIDOR Y BAÑO, LA RECAMARA QUE DA AL SUR
TIENE UNA TERRAZA HACIA LA CALLE Y UN BALCÓN A JARDÍN TRASERO, LA RECAMARA
PRINCIPAL CON BALCÓN HACIA EL JARDÍN Y LA RECAMARA QUE DA HACIA LA CALLE
CON BALCÓN, CLOSET DE BLANCOS, ÁREA DE LAVANDERÍA Y UN PASILLO PARA
ACCESO A 2 RECÁMARAS DE SERVICIO QUE COMPARTEN UN BAÑO, PATIO DE SERVICIO
PARA TENDIDO, ACCESO A LA AZOTEA Y CUBO DE ESCALERAS PARA SERVICIOS Y
SÓTANO.

SÓTANO: ACCESO AL SÓTANO POR ESCALERA EN PASILLO DE SERVICIO DE PLANTA
BAJA Y A TRAVÉS DE LA LOSA POR MEDIO DE UNA REJILLA IRVING EN BODEGA DE JARDÍN
Y ALBERCA, PARA DAR MANTENIMIENTO Y/O REPONER EQUIPOS DE BOMBEO DE
ALBERCA Y CASA, Y FILTRACIÓN, CISTERNA CON CAPACIDAD DE 25,000 LTS Y TABLEROS
ELÉCTRICOS.

Equipos:
COCINA INTEGRAL
CALDERA
3 CALENTADORES
CISTERNA 25,000 LTS
TANQUE ESTACIONARIO
SISTEMA DE FILTRADO DE
AGUA PARA ALBERCA
PUERTA ELÉCTRICA","$ 19,950,000"
"1618890520-19816","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=9","Casa en venta Jurica 5 habitaciones JGCC","**20-2035**Residencia en calle Cerrada vigilancia en Jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de TV, Cocina con amplia alacena, Espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita","$ 11,350,000"
"1618890453-19745","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=12","Residencia PREMIUM en JURICA, T.525 m² - C.450 m² - 3 Recámaras, 4 Baños, Jardín","Magnífica residencia con un bello vestíbulo de altura y media que conecta a la amplia e iluminada estancia en doble altura con vista al jardín y doble terraza, la hermosa y funcional cocina de cuarzo, cuenta con una gran isla al centro y barra para café/buffet, además de alacena y bodega, así como multiples accesos, ya sea desde el gran estacionamiento techado para 5 autos, la estancia o pasillo principal. 

El amplio y techado estacionamiento conecta al pasillo principal, terraza frontal de la estancia, cocina y pasillo lateral. 

En la terraza trasera un bello techo de madera y tejas permiten disfrutar del amplio y bello jardín. 

Cada una de las tres amplias e iluminadas recámaras cuentan con su propio baño y dos de ellas con un walking closet, además de un gran family room/estudio/oficina/bar.

La casa también cuenta con medio baño de visitas, closet para bolsos y abrigos, cuarto y área de lavado, así como, cuarto de servicio con baño completo independiente.

Finos y hermosos acabados de cuarzo, marmol de carrara, porcelanato, cristal templado, cerámicas y bella carpintería, automatización de luz nocturna en entrada principal, Interphone enlazable a celulares en tiempo real, Hidroneúmatico e Iluminación arquitectónica con sensores presenciales en la cocina, cerca electrificada y cámaras de seguridad.

Además la casa está ubicada frente a un gran parque por lo que hacer ejercicio, jugar con los niños ó con las mascotas es un privilegio al que puedes acceder con solo abrir la puerta de la casa.

www.casacompanyqro.com
Contamos con más de 900 propiedades en Querétaro.-. EasyBroker ID: EB-BK5936","$ 8,600,000"
"1618890675-20036","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","CASA EN VENTA EN EXCLUSIVA PRIVADA JURICA, QUERETARO DE UN SOLO PISO","Casa en venta en privada jurica de un piso Hermosa casa de un piso. Las recamaras tienen salida al jardin, el estudio tiene vista hacia un patio interior con una fuente, amplia cocina que se comunica con el pasillo y el comedor de la casa. Acogedora sala de tele con chimenea con vista hacia la entrada de la casa. Reja en fachada de la casa 2 lugares de estacionamiento Terraza en la entrada de la casa donde podras disfrutar del clima de queretaro y su vegetacion rodeada de arboles. Caracteristicas: Sala de tv con chimenea muy acogedora Area de comedor Estudio 3 recamaras - la principal con baño y vestidor - recamaras secundarias comparten baño. - jardin trasero lleno de vegetacion - patio interior con fuente con vista hacia las recamaras Amplia cocina Centro de lavado Cuarto de servicio - area en el techo para hacer roof garden Vo1964af Informes agente inmobiliario alejandra fernandez","$ 8,500,000"
